abbr,id,fips,name,collection_date,sum_adm_all_covid_confirmed,pct_chg_avg_adm_all_covid_confirmed_per_100k,total_adm_all_covid_confirmed_past_7days,total_adm_all_covid_confirmed_past_7days_per_100k,avg_percent_inpatient_beds_occupied_covid_confirmed,abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed,avg_percent_staff_icu_beds_covid,abs_chg_avg_percent_staff_icu_beds_covid,mmwrweek_end,change,change_text,burden,burden_text,covid_pct_of_total_weekly,covid_deaths_3_month_period,aa_covid_rate_3_month_period,data_as_of,covid_deaths_total,aa_covid_rate_total,data_period_end,mmwrweek_end_testing,level,perc_diff,percent_pos,percent_pos_2_week,percent_pos_4_week,number_tested,number_tested_2_week,number_tested_4_week,pct_change_wk_weekly,pct_diff_wk_weekly,data_update_dte
ND,38,38,North Dakota,2023-12-23,15929,2.7,77,10.1,3.3,-0.1,2.3,0.5,2023-12-23,-4.0%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),0,41,4.5,2023-12-28,2689,288.3,2023-12-23,2023-12-23,Region 8,-0.9,9,10.1,11.2,5295,9544,18757,NA,NA,2023-12-29 10:08:00
NE,31,31,Nebraska,2023-12-23,33611,9.4,268,13.85,3.5,0.3,3.7,-0.5,2023-12-23,5.7%,Stable (-9.9% to 9.9%),3.0%,Moderate (3.0% to 4.4%),NA,94,4.1,2023-12-28,5886,252.9,2023-12-23,2023-12-23,Region 7,0.1,18.3,17.7,17.3,10157,20995,36752,NA,NA,2023-12-29 10:08:00
NH,33,33,New Hampshire,2023-12-23,19426,22.2,132,9.71,3.6,0.7,5.1,-0.5,2023-12-23,-1.3%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),NA,84,4.6,2023-12-28,3397,184.8,2023-12-23,2023-12-23,Region 1,4.1,14.5,10.6,10.5,5303,14394,27405,NA,NA,2023-12-29 10:08:00
NJ,34,34,New Jersey,2023-12-23,181034,34.4,937,10.55,4,0.7,2.7,0.7,2023-12-23,20.6%,Substantial Increase (> 19.9%),3.0%,Moderate (3.0% to 4.4%),3.7,380,3.3,2023-12-28,35862,306.6,2023-12-23,2023-12-23,Region 2,3.5,14.4,10,8.9,3440,11358,20935,48,1.2,2023-12-29 10:08:00
NM,35,35,New Mexico,2023-12-23,40288,7.1,135,6.44,2.6,-0.1,2.7,0.1,2023-12-23,-22.1%,Substantial Decrease (< -19.9%),2.3%,Low (1.5% to 2.9%),NA,125,4.9,2023-12-28,9503,367.4,2023-12-23,2023-12-23,Region 6,-0.1,8.4,8.5,8.7,9374,28519,59715,NA,NA,2023-12-29 10:08:00
NV,32,32,Nevada,2023-12-23,66484,17.5,235,7.63,3.1,0.3,3.8,1.1,2023-12-23,14.1%,Moderate Increase (10.0% to 19.9%),1.7%,Low (1.5% to 2.9%),NA,109,3.3,2023-12-28,12087,337.1,2023-12-23,2023-12-23,Region 9,-4.4,6.5,10.2,9.8,2428,11155,20702,NA,NA,2023-12-29 10:08:00
NY,36,36,New York,2023-12-23,398246,29.5,2410,12.39,4.8,0.9,3.9,0.8,2023-12-23,14.2%,Moderate Increase (10.0% to 19.9%),2.5%,Low (1.5% to 2.9%),3.7,1060,4.1,2023-12-28,82602,319.4,2023-12-23,2023-12-23,Region 2,3.5,14.4,10,8.9,3440,11358,20935,12.1,0.4,2023-12-29 10:08:00
NY-NYC,71,71,New York (excludes NYC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,777,5,2023-12-28,42849,277.9,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.1,-0.3,2023-12-29 10:08:00
NYC,57,57,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,283,2.7,2023-12-28,39753,381.4,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2,2023-12-29 10:08:00
OH,39,39,Ohio,2023-12-23,273511,13.8,1449,12.4,3.6,0.6,3.6,0.9,2023-12-23,10.1%,Moderate Increase (10.0% to 19.9%),3.6%,Moderate (3.0% to 4.4%),4.3,688,4.7,2023-12-28,50686,340.6,2023-12-23,2023-12-23,Region 5,-0.1,14.8,14.7,14.7,30599,74804,133638,53.6,1.5,2023-12-29 10:08:00
OK,40,40,Oklahoma,2023-12-23,113490,-2.2,392,9.91,4.1,0,5,0.6,NA,NA,NA,NA,NA,NA,250,5.6,2023-12-28,19889,433.9,2023-12-23,2023-12-23,Region 6,-0.1,8.4,8.5,8.7,9374,28519,59715,NA,NA,2023-12-29 10:08:00
OR,41,41,Oregon,2023-12-23,49670,3.6,200,4.74,2.6,0,1.6,-0.7,2023-12-23,23.9%,Substantial Increase (> 19.9%),1.9%,Low (1.5% to 2.9%),NA,222,4.3,2023-12-28,9613,182.9,2023-12-23,2023-12-23,Region 10,1.2,8.7,7.9,7.9,8044,20453,39728,NA,NA,2023-12-29 10:08:00
PA,42,42,Pennsylvania,2023-12-23,257547,25.6,1295,10.12,3.5,0.2,3.3,0.3,2023-12-23,15.7%,Moderate Increase (10.0% to 19.9%),2.8%,Low (1.5% to 2.9%),4,894,4.9,2023-12-28,53852,301.6,2023-12-23,2023-12-23,Region 3,0,9.6,10,10,3180,10801,20930,14.3,0.5,2023-12-29 10:08:00
PR,72,72,Puerto Rico,2023-12-23,30131,103.3,122,3.82,0.9,0.3,1.1,0.6,NA,NA,NA,NA,NA,NA,113,1.9,2023-12-28,6570,124.6,2023-12-23,2023-12-23,Region 2,3.5,14.4,10,8.9,3440,11358,20935,NA,NA,2023-12-29 10:08:00
PW,70,70,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-29 10:08:00
RI,44,44,Rhode Island,2023-12-23,14002,27.3,98,9.25,4.8,1.6,4.6,3.1,2023-12-23,-9.7%,Stable (-9.9% to 9.9%),2.2%,Low (1.5% to 2.9%),0,47,3.3,2023-12-28,4048,273.5,2023-12-23,2023-12-23,Region 1,4.1,14.5,10.6,10.5,5303,14394,27405,NA,NA,2023-12-29 10:08:00
RMI,68,68,Republic of Marshall Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-29 10:08:00
SC,45,45,South Carolina,2023-12-23,98885,49,386,7.5,2.8,0.8,2.3,0.6,2023-12-23,35.5%,Substantial Increase (> 19.9%),2.5%,Low (1.5% to 2.9%),NA,218,3.5,2023-12-28,21649,334.4,2023-12-23,2023-12-23,Region 4,1.1,8.6,7.6,7.4,6124,21237,39367,NA,NA,2023-12-29 10:08:00
SD,46,46,South Dakota,2023-12-23,20448,4.1,126,14.24,3.8,0.4,4.3,0.2,2023-12-23,-19.5%,Moderate Decrease (-19.9% to -10.0%),2.3%,Low (1.5% to 2.9%),NA,48,4.3,2023-12-28,3343,305.5,2023-12-23,2023-12-23,Region 8,-0.9,9,10.1,11.2,5295,9544,18757,NA,NA,2023-12-29 10:08:00
TN,47,47,Tennessee,2023-12-23,135739,4.2,500,7.32,2.3,0.2,1.7,0,2023-12-23,15.7%,Moderate Increase (10.0% to 19.9%),2.2%,Low (1.5% to 2.9%),3.3,374,4.6,2023-12-28,29269,352.9,2023-12-23,2023-12-23,Region 4,1.1,8.6,7.6,7.4,6124,21237,39367,0,0,2023-12-29 10:08:00
TX,48,48,Texas,2023-12-23,628324,29.4,1877,6.47,2.6,0.2,2.8,0.1,2023-12-23,31.3%,Substantial Increase (> 19.9%),2.1%,Low (1.5% to 2.9%),1.9,705,2.6,2023-12-28,103491,360,2023-12-23,2023-12-23,Region 6,-0.1,8.4,8.5,8.7,9374,28519,59715,11.8,0.2,2023-12-29 10:08:00
USA,0,00,United States of America,2023-12-23,6622268,16.7,29059,8.75,3.3,0.4,3,0.3,2023-12-23,12.0%,Moderate Increase (10.0% to 19.9%),2.5%,Low (1.5% to 2.9%),3.3,15309,3.9,2023-12-28,1163040,291.1,2023-12-23,2023-12-23,National,0.7,12.7,11.7,11.5,83944,223260,417929,10,0.3,2023-12-29 10:08:00
UT,49,49,Utah,2023-12-23,49441,-18.3,197,6.14,2.2,0,2.6,0.1,2023-12-23,5.0%,Stable (-9.9% to 9.9%),3.0%,Moderate (3.0% to 4.4%),NA,98,3.8,2023-12-28,5644,202,2023-12-23,2023-12-23,Region 8,-0.9,9,10.1,11.2,5295,9544,18757,NA,NA,2023-12-29 10:08:00
VA,51,51,Virginia,2023-12-23,128966,21,790,9.26,3.7,0.7,3.6,0.4,2023-12-23,26.8%,Substantial Increase (> 19.9%),3.7%,Moderate (3.0% to 4.4%),NA,404,4.1,2023-12-28,24155,240.7,2023-12-23,2023-12-23,Region 3,0,9.6,10,10,3180,10801,20930,NA,NA,2023-12-29 10:08:00
VI,78,78,Virgin Islands,2023-12-23,622,NA,1,0.94,0.2,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-23,2023-12-23,Region 2,3.5,14.4,10,8.9,3440,11358,20935,NA,NA,2023-12-29 10:08:00
VT,50,50,Vermont,2023-12-23,6879,26.8,52,8.33,3,0.5,2.6,-0.4,2023-12-23,-10.0%,Moderate Decrease (-19.9% to -10.0%),2.4%,Low (1.5% to 2.9%),NA,52,5.9,2023-12-28,1093,125.4,2023-12-23,2023-12-23,Region 1,4.1,14.5,10.6,10.5,5303,14394,27405,NA,NA,2023-12-29 10:08:00
WA,53,53,Washington,2023-12-23,81248,8.2,302,3.97,2.8,0.2,2.1,0.2,2023-12-23,14.9%,Moderate Increase (10.0% to 19.9%),2.1%,Low (1.5% to 2.9%),3.6,300,3.6,2023-12-28,15503,178.7,2023-12-23,2023-12-23,Region 10,1.2,8.7,7.9,7.9,8044,20453,39728,80,1.6,2023-12-29 10:08:00
WI,55,55,Wisconsin,2023-12-23,132676,16.3,643,11.04,4.3,0.5,3.5,0.6,2023-12-23,-0.3%,Stable (-9.9% to 9.9%),3.5%,Moderate (3.0% to 4.4%),NA,291,3.9,2023-12-28,17517,236.7,2023-12-23,2023-12-23,Region 5,-0.1,14.8,14.7,14.7,30599,74804,133638,NA,NA,2023-12-29 10:08:00
WV,54,54,West Virginia,2023-12-23,45415,14.6,291,16.24,5.3,-0.2,6.4,0.8,2023-12-23,11.9%,Moderate Increase (10.0% to 19.9%),4.4%,Moderate (3.0% to 4.4%),NA,160,6.3,2023-12-28,8872,356.7,2023-12-23,2023-12-23,Region 3,0,9.6,10,10,3180,10801,20930,NA,NA,2023-12-29 10:08:00
WY,56,56,Wyoming,2023-12-23,11911,15.2,38,6.57,1.1,-0.4,0.7,-0.3,2023-12-23,7.5%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),0,43,6.3,2023-12-28,2196,312,2023-12-23,2023-12-23,Region 8,-0.9,9,10.1,11.2,5295,9544,18757,NA,NA,2023-12-29 10:08:00
AK,2,02,Alaska,2023-12-16,10065,10.5,21,2.87,1.1,0.2,0.8,0,2023-12-16,7.6%,Stable (-9.9% to 9.9%),1.3%,Minimal (< 1.5%),0,19,NA,2023-12-21,1547,232.3,2023-12-16,2023-12-16,Region 10,-0.6,7.4,8.1,7.8,9256,19201,37504,NA,0,2023-12-21 15:45:00
AL,1,01,Alabama,2023-12-16,122855,18,393,8.02,2.3,0.4,2.6,0.3,2023-12-16,8.2%,Stable (-9.9% to 9.9%),1.7%,Low (1.5% to 2.9%),2.9,197,3.1,2023-12-21,22673,364.1,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,81.2,1.3,2023-12-21 15:45:00
AR,5,05,Arkansas,2023-12-16,69893,19.7,286,9.48,2.3,0.2,2,0.3,2023-12-16,16.0%,Moderate Increase (10.0% to 19.9%),2.1%,Low (1.5% to 2.9%),NA,124,3.2,2023-12-21,12742,343.2,2023-12-16,2023-12-16,Region 6,-0.4,8.1,8.7,8,9081,34038,74075,NA,NA,2023-12-21 15:45:00
AS,60,60,American Samoa,2023-12-16,225,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-21 15:45:00
AZ,4,04,Arizona,2023-12-16,159394,3.1,467,6.42,2.5,0,2.7,0.5,2023-12-16,0.5%,Stable (-9.9% to 9.9%),2.1%,Low (1.5% to 2.9%),3.7,353,3.8,2023-12-21,30132,329.3,2023-12-16,2023-12-16,Region 9,1.1,10.6,9.5,9.2,4802,10753,20358,15.6,0.5,2023-12-21 15:45:00
CA,6,06,California,2023-12-16,639267,14.4,2924,7.4,3.2,0.3,2.1,0.2,2023-12-16,5.1%,Stable (-9.9% to 9.9%),1.7%,Low (1.5% to 2.9%),2.3,1193,2.7,2023-12-21,110652,249.7,2023-12-16,2023-12-16,Region 9,1.1,10.6,9.5,9.2,4802,10753,20358,-14.8,-0.4,2023-12-21 15:45:00
CO,8,08,Colorado,2023-12-16,102646,-11.4,412,7.15,2.5,-0.2,2.7,0,2023-12-16,-13.4%,Moderate Decrease (-19.9% to -10.0%),2.0%,Low (1.5% to 2.9%),3.7,333,5.8,2023-12-21,15353,253.7,2023-12-16,2023-12-16,Region 8,-0.6,9.7,11.2,12.2,4636,9353,17994,-14,-0.6,2023-12-21 15:45:00
CT,9,09,Connecticut,2023-12-16,68304,3.3,341,9.56,3.5,0,2.6,-0.1,2023-12-16,26.6%,Substantial Increase (> 19.9%),2.9%,Low (1.5% to 2.9%),NA,190,3.9,2023-12-21,12546,257.1,2023-12-16,2023-12-16,Region 1,-0.4,10.2,10.7,9.8,6871,14259,26382,NA,NA,2023-12-21 15:45:00
DC,11,11,District of Columbia,2023-12-16,17128,9.5,46,6.52,2.2,-0.2,1.5,-0.3,2023-12-16,6.2%,Stable (-9.9% to 9.9%),1.6%,Low (1.5% to 2.9%),0,24,3.6,2023-12-21,1910,287.1,2023-12-16,2023-12-16,Region 3,-1.2,9.2,10.3,9.4,3722,10023,19340,NA,NA,2023-12-21 15:45:00
DE,10,10,Delaware,2023-12-16,20895,-1.6,63,6.47,3.6,0.1,2.9,-0.3,2023-12-16,6.6%,Stable (-9.9% to 9.9%),2.3%,Low (1.5% to 2.9%),NA,56,4.3,2023-12-21,3534,264.5,2023-12-16,2023-12-16,Region 3,-1.2,9.2,10.3,9.4,3722,10023,19340,NA,NA,2023-12-21 15:45:00
FL,12,12,Florida,2023-12-16,585751,29.8,1138,5.3,1.5,0.2,1.4,0.1,2023-12-16,24.5%,Substantial Increase (> 19.9%),1.5%,Low (1.5% to 2.9%),1.6,888,2.6,2023-12-21,81451,253.4,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,0,0,2023-12-21 15:45:00
FSM,64,64,Federated States of Micronesia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-21 15:45:00
GA,13,13,Georgia,2023-12-16,245052,73.5,524,4.94,2.1,0.2,2.6,0.1,2023-12-16,22.6%,Substantial Increase (> 19.9%),1.1%,Minimal (< 1.5%),NA,281,2.6,2023-12-21,36676,321.2,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,NA,NA,2023-12-21 15:45:00
GU,66,66,Guam,2023-12-16,6197,50,3,1.78,0.7,0.4,0,0,2023-12-16,-5.3%,Stable (-9.9% to 9.9%),0.5%,Minimal (< 1.5%),NA,NA,NA,NA,NA,NA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-21 15:45:00
HI,15,15,Hawaii,2023-12-16,20874,-15.9,74,5.23,1.7,0.1,0.7,0.3,2023-12-16,-16.9%,Moderate Decrease (-19.9% to -10.0%),1.2%,Minimal (< 1.5%),NA,47,2.1,2023-12-21,2037,101.8,2023-12-16,2023-12-16,Region 9,1.1,10.6,9.5,9.2,4802,10753,20358,NA,NA,2023-12-21 15:45:00
IA,19,19,Iowa,2023-12-16,57088,16.7,405,12.84,3.8,0.4,3.1,1.1,2023-12-16,-3.9%,Stable (-9.9% to 9.9%),4.5%,Substantial (4.5% to 5.9%),4.4,188,4.6,2023-12-21,11346,274.9,2023-12-16,2023-12-16,Region 7,1.4,18.5,17.1,16.3,9956,18881,32217,15.8,0.6,2023-12-21 15:45:00
ID,16,16,Idaho,2023-12-16,29287,-1.8,161,9.01,3.2,0.5,2.2,0.2,2023-12-16,-8.3%,Stable (-9.9% to 9.9%),2.4%,Low (1.5% to 2.9%),NA,87,4.2,2023-12-21,5618,266.3,2023-12-16,2023-12-16,Region 10,-0.6,7.4,8.1,7.8,9256,19201,37504,NA,NA,2023-12-21 15:45:00
IL,17,17,Illinois,2023-12-16,240627,2.5,1261,9.95,3.9,0.4,3.5,0.7,2023-12-16,-2.3%,Stable (-9.9% to 9.9%),3.2%,Moderate (3.0% to 4.4%),3.1,600,3.9,2023-12-21,41093,267.4,2023-12-16,2023-12-16,Region 5,0.3,14.8,14.6,14.1,28794,71158,125285,6.9,0.2,2023-12-21 15:45:00
IN,18,18,Indiana,2023-12-16,145096,15.6,839,12.46,3.5,0.1,2.9,0.4,2023-12-16,1.3%,Stable (-9.9% to 9.9%),3.4%,Moderate (3.0% to 4.4%),NA,399,5.1,2023-12-21,26456,333.3,2023-12-16,2023-12-16,Region 5,0.3,14.8,14.6,14.1,28794,71158,125285,NA,NA,2023-12-21 15:45:00
KS,20,20,Kansas,2023-12-16,59666,3.7,278,9.54,2.4,0.2,3.7,0.4,2023-12-16,1.6%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),NA,157,4.3,2023-12-21,10780,305.2,2023-12-16,2023-12-16,Region 7,1.4,18.5,17.1,16.3,9956,18881,32217,NA,NA,2023-12-21 15:45:00
KY,21,21,Kentucky,2023-12-16,160431,-10.1,437,9.78,3.5,0.2,3.6,0.2,2023-12-16,-4.2%,Stable (-9.9% to 9.9%),2.8%,Low (1.5% to 2.9%),6.2,363,6.8,2023-12-21,20479,381.4,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,0,0,2023-12-21 15:45:00
LA,22,22,Louisiana,2023-12-16,98434,11.4,205,4.41,1.5,0.2,1.2,0.2,2023-12-16,10.2%,Moderate Increase (10.0% to 19.9%),1.5%,Low (1.5% to 2.9%),NA,123,2.3,2023-12-21,17898,334.7,2023-12-16,2023-12-16,Region 6,-0.4,8.1,8.7,8,9081,34038,74075,NA,NA,2023-12-21 15:45:00
MA,25,25,Massachusetts,2023-12-16,110927,17.6,703,10.2,3.2,0.2,3.2,0.8,2023-12-16,9.6%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),4,387,4.4,2023-12-21,21456,241.1,2023-12-16,2023-12-16,Region 1,-0.4,10.2,10.7,9.8,6871,14259,26382,17.6,0.6,2023-12-21 15:45:00
MD,24,24,Maryland,2023-12-16,100429,2.5,443,7.33,4.3,0,3.5,-0.4,2023-12-16,-6.4%,Stable (-9.9% to 9.9%),2.0%,Low (1.5% to 2.9%),4.8,357,5,2023-12-21,18561,254.1,2023-12-16,2023-12-16,Region 3,-1.2,9.2,10.3,9.4,3722,10023,19340,29.7,1.1,2023-12-21 15:45:00
ME,23,23,Maine,2023-12-16,16050,-4.3,110,8.18,4.7,0.3,4.3,-0.2,2023-12-16,-11.6%,Moderate Decrease (-19.9% to -10.0%),2.5%,Low (1.5% to 2.9%),NA,113,5.8,2023-12-21,3415,170.7,2023-12-16,2023-12-16,Region 1,-0.4,10.2,10.7,9.8,6871,14259,26382,NA,NA,2023-12-21 15:45:00
MI,26,26,Michigan,2023-12-16,201529,3,980,9.81,4.4,0.1,3.8,0.7,2023-12-16,12.5%,Moderate Increase (10.0% to 19.9%),3.5%,Moderate (3.0% to 4.4%),0,477,3.8,2023-12-21,38330,301.3,2023-12-16,2023-12-16,Region 5,0.3,14.8,14.6,14.1,28794,71158,125285,-100,-2.8,2023-12-21 15:45:00
MN,27,27,Minnesota,2023-12-16,83214,-4,431,7.64,4.6,0.3,4.3,1.4,NA,NA,NA,NA,NA,4.7,376,5.4,2023-12-21,15977,231.1,2023-12-16,2023-12-16,Region 5,0.3,14.8,14.6,14.1,28794,71158,125285,9.3,0.4,2023-12-21 15:45:00
MO,29,29,Missouri,2023-12-16,136846,4.4,712,11.6,4.6,0.4,3.3,0.4,NA,NA,NA,NA,NA,4.7,383,4.9,2023-12-21,22947,295.9,2023-12-16,2023-12-16,Region 7,1.4,18.5,17.1,16.3,9956,18881,32217,4.4,0.2,2023-12-21 15:45:00
MP,69,69,Northern Mariana Islands,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-21 15:45:00
MS,28,28,Mississippi,2023-12-16,57224,1.6,130,4.37,1.2,-0.1,1.4,-0.4,2023-12-16,19.0%,Moderate Increase (10.0% to 19.9%),2.0%,Low (1.5% to 2.9%),NA,195,5.8,2023-12-21,15098,436,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,NA,NA,2023-12-21 15:45:00
MT,30,30,Montana,2023-12-16,31399,7.4,116,10.85,2.3,-0.1,2.8,0,2023-12-16,-11.3%,Moderate Decrease (-19.9% to -10.0%),2.4%,Low (1.5% to 2.9%),NA,76,5.3,2023-12-21,3956,274.5,2023-12-16,2023-12-16,Region 8,-0.6,9.7,11.2,12.2,4636,9353,17994,NA,NA,2023-12-21 15:45:00
NC,37,37,North Carolina,2023-12-16,174978,0.5,552,5.26,3,0.2,3.2,0.2,2023-12-16,2.7%,Stable (-9.9% to 9.9%),2.0%,Low (1.5% to 2.9%),2.7,585,4.8,2023-12-21,34670,277.1,2023-12-16,2023-12-16,Region 4,-0.2,7.4,7.3,7.3,9531,19792,36295,12.5,0.3,2023-12-21 15:45:00
ND,38,38,North Dakota,2023-12-16,15859,-4.9,77,10.1,3.5,0,1.7,0.2,2023-12-16,-13.1%,Moderate Decrease (-19.9% to -10.0%),2.7%,Low (1.5% to 2.9%),NA,40,4.4,2023-12-21,2687,288.1,2023-12-16,2023-12-16,Region 8,-0.6,9.7,11.2,12.2,4636,9353,17994,NA,NA,2023-12-21 15:45:00
NE,31,31,Nebraska,2023-12-16,33332,21.6,231,11.94,3.2,0,4.2,0,2023-12-16,-1.4%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),NA,84,3.7,2023-12-21,5873,252.3,2023-12-16,2023-12-16,Region 7,1.4,18.5,17.1,16.3,9956,18881,32217,NA,NA,2023-12-21 15:45:00
NH,33,33,New Hampshire,2023-12-16,19301,23.7,115,8.46,3,0.1,5.6,2.3,2023-12-16,-8.1%,Stable (-9.9% to 9.9%),2.5%,Low (1.5% to 2.9%),NA,82,4.6,2023-12-21,3391,184.5,2023-12-16,2023-12-16,Region 1,-0.4,10.2,10.7,9.8,6871,14259,26382,NA,NA,2023-12-21 15:45:00
NJ,34,34,New Jersey,2023-12-16,180097,8.1,697,7.85,3.3,0.4,2,0.7,2023-12-16,31.9%,Substantial Increase (> 19.9%),2.4%,Low (1.5% to 2.9%),2.7,393,3.4,2023-12-21,35829,306.3,2023-12-16,2023-12-16,Region 2,2,10.6,8.5,7.5,5363,9731,18514,12.5,0.3,2023-12-21 15:45:00
NM,35,35,New Mexico,2023-12-16,40155,15.3,128,6.1,2.7,-0.7,2.7,-1.2,2023-12-16,-6.7%,Stable (-9.9% to 9.9%),2.7%,Low (1.5% to 2.9%),NA,118,4.7,2023-12-21,9491,367,2023-12-16,2023-12-16,Region 6,-0.4,8.1,8.7,8,9081,34038,74075,NA,NA,2023-12-21 15:45:00
NV,32,32,Nevada,2023-12-16,66222,-3.6,185,6.01,2.7,0,2.6,-0.5,2023-12-16,-8.3%,Stable (-9.9% to 9.9%),1.3%,Minimal (< 1.5%),NA,117,3.5,2023-12-21,12082,337,2023-12-16,2023-12-16,Region 9,1.1,10.6,9.5,9.2,4802,10753,20358,NA,NA,2023-12-21 15:45:00
NY,36,36,New York,2023-12-16,395956,16.2,1927,9.91,3.9,0.4,3.1,0.4,2023-12-16,16.1%,Moderate Increase (10.0% to 19.9%),2.0%,Low (1.5% to 2.9%),3.4,1064,4.1,2023-12-21,82492,319,2023-12-16,2023-12-16,Region 2,2,10.6,8.5,7.5,5363,9731,18514,17.2,0.5,2023-12-21 15:45:00
NY-NYC,71,71,New York (excludes NYC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,791,5.1,2023-12-21,42779,277.4,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,0.5,2023-12-21 15:45:00
NYC,57,57,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,273,2.6,2023-12-21,39713,381,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.4,2023-12-21 15:45:00
OH,39,39,Ohio,2023-12-16,272124,7,1335,11.42,3.1,0,2.7,-0.2,2023-12-16,6.1%,Stable (-9.9% to 9.9%),3.2%,Moderate (3.0% to 4.4%),3,668,4.5,2023-12-21,50608,340.1,2023-12-16,2023-12-16,Region 5,0.3,14.8,14.6,14.1,28794,71158,125285,-11.8,-0.4,2023-12-21 15:45:00
OK,40,40,Oklahoma,2023-12-16,113110,13.5,413,10.44,4.1,0.6,4.4,0.7,NA,NA,NA,NA,NA,3.2,241,5.4,2023-12-21,19860,433.2,2023-12-16,2023-12-16,Region 6,-0.4,8.1,8.7,8,9081,34038,74075,6.7,0.2,2023-12-21 15:45:00
OR,41,41,Oregon,2023-12-16,49478,-1,202,4.79,2.7,-0.2,2.3,-0.1,2023-12-16,-14.4%,Moderate Decrease (-19.9% to -10.0%),1.5%,Low (1.5% to 2.9%),NA,231,4.5,2023-12-21,9594,182.5,2023-12-16,2023-12-16,Region 10,-0.6,7.4,8.1,7.8,9256,19201,37504,NA,NA,2023-12-21 15:45:00
PA,42,42,Pennsylvania,2023-12-16,256324,6.8,1111,8.68,3.3,0,3,-0.1,2023-12-16,12.1%,Moderate Increase (10.0% to 19.9%),2.4%,Low (1.5% to 2.9%),3.6,900,5,2023-12-21,53795,301.3,2023-12-16,2023-12-16,Region 3,-1.2,9.2,10.3,9.4,3722,10023,19340,9.1,0.3,2023-12-21 15:45:00
PR,72,72,Puerto Rico,2023-12-16,30016,-1.5,67,2.1,0.5,-0.2,0.6,0.1,NA,NA,NA,NA,NA,NA,121,2.1,2023-12-21,6561,124.4,2023-12-16,2023-12-16,Region 2,2,10.6,8.5,7.5,5363,9731,18514,NA,NA,2023-12-21 15:45:00
PW,70,70,Palau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-12-21 15:45:00
RI,44,44,Rhode Island,2023-12-16,13904,51,77,7.27,3.2,0.3,1.5,0.6,2023-12-16,23.4%,Substantial Increase (> 19.9%),2.1%,Low (1.5% to 2.9%),NA,50,3.5,2023-12-21,4047,273.4,2023-12-16,2023-12-16,Region 1,-0.4,10.2,10.7,9.8,6871,14259,26382,NA,NA,2023-12-21 15:45:00
